agent_id agent_interest location_of_home available_balance monthly_income education_level family_size
223 D 2 3827.0 16001.0 4 2
224 J 0 1167.0 3905.0 2 2
225 F 0 471.0 3754.0 2 2
226 B 1 1437.0 5618.0 2 2
227 D 0 1171.0 3875.0 2 2
228 A 0 1047.0 3848.0 2 2
229 J 2 1556.0 5579.0 2 2
230 C 0 710.0 3048.0 1 2
231 E 0 1354.0 3844.0 2 2
232 H 0 995.0 3788.0 2 2
233 E 0 701.0 2902.0 1 2
234 F 3 1272.0 1840.0 2 2
235 J 1 2458.0 12936.0 3 2
236 F 0 1105.0 3549.0 4 2
237 A 0 1143.0 3745.0 2 2
238 C 2 2286.0 12913.0 3 2
239 B 0 2344.0 11217.0 4 2
240 C 4 1150.0 3916.0 1 2
241 H 3 1095.0 2062.0 1 2
242 I 0 313.0 2965.0 2 2
243 G 0 746.0 2566.0 1 2
244 E 5 1608.0 5554.0 2 2
245 C 0 1249.0 3737.0 2 2
246 A 0 1622.0 7047.0 3 2
247 J 4 4101.0 15968.0 4 2
248 B 1 1009.0 3673.0 3 2
249 A 4 1349.0 5543.0 2 2
250 E 0 683.0 2246.0 1 2
251 J 4 882.0 3715.0 1 2
252 I 0 1135.0 3725.0 2 2
253 I 1 646.0 2886.0 2 2
254 F 0 2079.0 1840.0 1 2
255 B 1 2759.0 12308.0 3 2
256 H 0 2232.0 1840.0 1 2
257 H 2 1226.0 1840.0 2 2
258 D 0 1702.0 10181.0 4 2
259 I 2 1034.0 1840.0 2 2
260 I 1 1462.0 5530.0 2 2
261 I 0 1209.0 3638.0 2 2
262 G 0 1233.0 5706.0 3 2
263 F 1 1484.0 5519.0 2 2
264 A 0 1252.0 5198.0 4 2
265 H 2 866.0 1840.0 2 2
266 B 2 1189.0 1851.0 2 2
267 C 1 2994.0 11884.0 3 2
268 A 2 1662.0 1840.0 3 2
269 I 0 1093.0 3630.0 2 2
270 I 0 754.0 2490.0 2 2
271 A 0 940.0 3596.0 2 2
272 A 3 1045.0 1840.0 1 2
273 I 0 1122.0 2771.0 3 2
274 H 1 1619.0 5504.0 2 2
275 D 0 1290.0 3498.0 3 2
276 I 0 1137.0 3537.0 2 2
277 E 0 1246.0 1942.0 2 1
278 G 0 1420.0 1840.0 2 1
279 B 0 1871.0 3508.0 2 1
280 G 1 3074.0 11855.0 3 1
281 D 0 1739.0 3301.0 2 1
282 C 4 2060.0 5472.0 2 1
283 C 0 1660.0 3397.0 2 1
284 B 4 1773.0 5470.0 2 1
285 J 0 1306.0 2741.0 2 1
286 G 0 1409.0 2819.0 2 1
287 G 0 1539.0 3382.0 2 1
288 I 0 1100.0 1840.0 2 1
289 H 0 1319.0 1972.0 1 1
290 G 0 2616.0 6887.0 3 1
291 G 0 1401.0 2489.0 2 1
292 E 0 1746.0 5440.0 2 1
293 I 2 4546.0 15859.0 4 1
294 F 2 2031.0 5419.0 2 1
295 B 3 1824.0 5412.0 2 1
296 E 0 1890.0 3375.0 2 1
297 E 3 3721.0 15567.0 4 1
298 G 3 1808.0 5365.0 2 1
299 E 0 1630.0 3359.0 2 1
300 B 3 3032.0 11272.0 3 1
301 D 3 1976.0 5353.0 2 1
302 E 0 1407.0 1840.0 1 1
303 I 0 1515.0 1986.0 1 1
304 D 0 2051.0 2849.0 3 1
305 G 0 1438.0 1786.0 1 1
306 A 3 3060.0 11234.0 3 1
307 J 0 2290.0 6873.0 3 1
308 J 1 4631.0 14693.0 4 1
309 J 4 3166.0 10612.0 3 1
310 E 0 1766.0 3332.0 2 1
311 E 0 1677.0 3248.0 2 1
312 J 0 2838.0 6825.0 3 1
313 I 0 1274.0 3103.0 2 1
314 A 0 2489.0 6622.0 3 1
315 B 0 1798.0 3238.0 2 1
316 E 4 3555.0 14610.0 4 1
317 J 0 1983.0 3232.0 2 1
318 D 0 1365.0 1840.0 2 1
319 J 0 767.0 1840.0 1 1
320 I 2 1185.0 1840.0 2 1
321 H 0 2773.0 6577.0 3 1
322 D 0 3215.0 9639.0 4 1
323 G 0 1167.0 1840.0 2 1
324 F 0 2606.0 6572.0 3 1
325 I 0 865.0 1760.0 1 1
326 H 0 1866.0 3131.0 2 1
327 D 0 1851.0 5309.0 2 1
328 C 0 1327.0 2563.0 2 1
329 J 0 1470.0 3129.0 2 1
330 I 0 1514.0 1680.0 2 1
331 D 0 1655.0 3128.0 2 1
332 E 0 1935.0 3059.0 2 1
333 E 0 1469.0 3038.0 2 1
334 F 0 2594.0 2527.0 3 1
335 J 0 894.0 1760.0 1 1
336 C 0 1484.0 1842.0 1 1
337 H 0 2058.0 5284.0 2 1
338 H 0 1927.0 5276.0 2 1
339 I 0 2370.0 6524.0 3 1
340 D 0 1865.0 3020.0 2 1
341 H 0 1899.0 5244.0 2 1
342 C 2 1887.0 5240.0 2 1
343 E 2 2718.0 10589.0 3 1
344 J 0 1474.0 2999.0 2 1
345 F 0 2428.0 6337.0 3 1
346 E 0 2930.0 10506.0 3 1
347 H 0 1309.0 2805.0 2 1
348 C 0 2733.0 6424.0 3 1
349 I 0 2842.0 10403.0 3 1
350 F 0 3167.0 10639.0 4 1
351 G 0 1319.0 1840.0 2 1
352 E 2 3376.0 10372.0 3 1
353 G 0 1855.0 2995.0 2 1
354 I 3 4130.0 14551.0 4 1
355 G 3 2209.0 3658.0 4 1
356 A 0 1283.0 1840.0 2 1
357 B 0 1491.0 2862.0 2 1
358 I 3 1872.0 5191.0 2 1
359 A 0 2568.0 3185.0 3 1
360 J 0 2130.0 6381.0 3 1
361 C 0 1849.0 5186.0 2 1
362 H 0 1887.0 5182.0 2 1
363 C 3 3247.0 9908.0 3 1
364 G 3 1469.0 3616.0 1 1
365 J 0 1440.0 1843.0 1 1
366 H 3 3584.0 8379.0 4 1
367 E 3 2874.0 10354.0 3 1
368 D 0 1525.0 2054.0 2 1
369 H 0 2235.0 3358.0 4 1
370 A 0 2652.0 6332.0 3 1
371 I 0 1371.0 4681.0 2 1
372 B 0 1820.0 2970.0 2 1
373 B 0 1148.0 1840.0 2 1
374 C 1 890.0 1680.0 1 1
375 A 3 1076.0 2219.0 2 1
376 B 0 1522.0 2955.0 2 1
377 F 3 2026.0 5126.0 2 1
378 G 1 3069.0 10317.0 3 1
379 F 0 1304.0 1840.0 1 1
380 J 1 1386.0 2609.0 3 1
381 H 1 3758.0 14546.0 4 1
382 H 5 1887.0 5121.0 2 1
383 D 0 1284.0 2208.0 2 1
384 I 5 4606.0 14498.0 4 1
385 H 0 3213.0 10167.0 4 1
386 D 5 1847.0 4898.0 2 1
387 J 0 2081.0 6286.0 3 1
388 E 0 1279.0 1840.0 2 1
389 J 0 1651.0 2949.0 2 1
390 I 0 1692.0 2303.0 2 1
391 J 0 2160.0 3689.0 3 1
392 F 0 1885.0 2937.0 2 1
393 C 0 3632.0 10073.0 4 1
394 H 1 1899.0 2442.0 3 1
395 C 0 1706.0 2923.0 2 1
396 B 2 1216.0 2211.0 2 1
397 C 0 2454.0 5711.0 3 1
398 F 0 1561.0 2502.0 3 1
399 F 0 1620.0 1840.0 2 1
400 J 0 1618.0 2052.0 2 1
401 F 1 3336.0 14161.0 4 1
402 I 0 1597.0 2922.0 2 1
403 A 0 1908.0 4660.0 3 1
404 F 0 1284.0 1840.0 2 1
405 B 0 1474.0 2911.0 2 1
406 A 3 955.0 1840.0 1 1
407 A 0 2345.0 5119.0 2 1
408 J 0 4142.0 13343.0 4 1
409 A 0 2859.0 9237.0 4 1
410 A 0 1779.0 2344.0 3 1
411 I 2 1370.0 2889.0 3 1
412 C 0 1513.0 1840.0 2 1
413 C 0 2042.0 3159.0 4 1
414 C 0 2080.0 5117.0 2 1
415 E 2 3548.0 13154.0 4 1
416 I 1 932.0 3378.0 1 3
417 G 1 1314.0 5113.0 2 3
418 J 1 752.0 2266.0 2 3
419 H 2 1300.0 5110.0 2 3
420 H 1 693.0 2768.0 2 3
421 B 2 1169.0 4663.0 2 3
422 G 1 952.0 4779.0 2 3
423 G 1 640.0 2372.0 2 3
424 H 1 1002.0 4689.0 2 3
425 E 3 992.0 1846.0 2 3
426 A 1 1119.0 3394.0 1 3
427 I 1 709.0 2237.0 2 3
428 G 2 1107.0 3685.0 1 3
429 J 1 2484.0 10091.0 3 3
430 D 1 1593.0 4686.0 4 3
431 J 1 456.0 2533.0 1 3
432 C 4 2270.0 10281.0 3 3
433 C 4 782.0 1840.0 1 3
434 H 1 2581.0 9193.0 3 3
435 D 1 1259.0 4820.0 2 3
436 B 1 2145.0 9179.0 3 3
437 J 4 1122.0 1840.0 2 3
438 J 2 1500.0 5084.0 2 3
439 J 1 1208.0 4773.0 2 3
440 J 1 1368.0 2581.0 3 3
441 G 1 542.0 2841.0 2 3
442 H 1 1014.0 4735.0 2 3
443 J 1 1086.0 4714.0 2 3
444 C 1 546.0 2648.0 1 3
445 F 2 2283.0 10158.0 3 3
446 D 1 1024.0 2872.0 1 3
447 A 1 258.0 3903.0 3 3
448 H 1 1447.0 4413.0 4 3
449 J 5 1337.0 5079.0 2 3
450 A 1 269.0 2886.0 2 3
451 G 5 2166.0 9778.0 3 3
452 I 1 1143.0 4671.0 2 3
453 H 0 726.0 2422.0 2 3
454 I 1 2277.0 9179.0 3 3
455 C 1 717.0 2990.0 2 3
456 G 1 1758.0 8708.0 3 3
457 B 1 1811.0 1760.0 3 3
458 H 1 2225.0 7976.0 3 3
459 E 1 769.0 2385.0 2 3
460 F 1 2361.0 7709.0 3 3
461 I 5 1294.0 5067.0 2 3
462 H 5 2875.0 13121.0 4 3
463 F 1 289.0 5690.0 3 3
464 C 2 779.0 1840.0 2 3
465 I 1 776.0 4402.0 2 3
466 H 5 3510.0 13012.0 4 3
467 B 2 1518.0 1840.0 3 3
468 A 1 2258.0 7527.0 3 3
469 J 2 1451.0 8666.0 3 3
470 B 2 1033.0 5040.0 2 3
471 E 1 2053.0 8573.0 4 3
472 F 1 2657.0 12994.0 4 3
473 I 1 1799.0 7270.0 3 3
474 E 1 1304.0 4601.0 2 3
475 B 1 695.0 2812.0 1 3
476 G 1 1310.0 4578.0 2 3
477 G 4 2108.0 9467.0 3 3
478 J 1 946.0 4482.0 2 3
479 E 2 1040.0 3478.0 1 3
480 C 1 1196.0 4464.0 2 3
481 E 1 1119.0 5780.0 3 3
482 A 1 496.0 3364.0 2 3
483 B 1 3613.0 11649.0 4 3
484 J 1 3295.0 11345.0 4 3
485 E 5 1111.0 5036.0 2 3
486 G 1 1473.0 3302.0 3 3
487 D 5 1457.0 5036.0 2 3
488 B 1 431.0 3098.0 2 3
489 F 2 779.0 4736.0 2 3
490 H 3 -58.0 2409.0 2 3
491 B 1 2605.0 2068.0 2 3
492 I 3 1588.0 2164.0 3 3
493 C 1 450.0 4382.0 3 3
494 I 1 363.0 2602.0 2 3
495 B 1 1089.0 2079.0 2 3
496 G 1 1105.0 9017.0 4 3
497 B 1 1999.0 1889.0 1 3
498 C 1 847.0 2481.0 1 3
499 D 3 798.0 2171.0 1 3
500 F 1 836.0 2615.0 2 3
501 C 1 1129.0 4451.0 2 3
502 J 2 1207.0 4945.0 2 3
503 A 1 989.0 2647.0 1 3
504 H 1 2145.0 1984.0 1 3
505 F 1 364.0 2468.0 3 3
506 E 4 2371.0 9407.0 3 3
507 D 5 1137.0 3405.0 1 3
508 D 1 2487.0 2092.0 2 3
509 I 1 683.0 2520.0 1 3
510 H 1 1669.0 6179.0 4 3
511 A 5 2772.0 12906.0 4 3
512 G 1 1003.0 4429.0 2 3
513 I 0 697.0 10994.0 3 3
514 C 5 2932.0 12904.0 4 3
515 F 1 1286.0 4406.0 2 3
516 F 1 2185.0 2198.0 2 3
517 H 1 364.0 4925.0 3 3
518 G 1 2499.0 2191.0 2 3
519 E 1 983.0 4386.0 2 3
520 H 1 2466.0 2308.0 2 3
521 I 5 1110.0 3526.0 1 3
522 I 1 928.0 6624.0 3 3
523 A 1 680.0 3972.0 2 3
524 F 1 1130.0 4291.0 2 3
525 J 1 2253.0 1840.0 1 3
526 G 1 2585.0 10968.0 4 3
527 J 1 826.0 4023.0 2 3
528 J 3 1419.0 4935.0 2 3
529 J 1 906.0 4177.0 2 3
530 F 3 2602.0 9342.0 3 3
531 F 4 996.0 4923.0 2 3
532 E 1 3090.0 10011.0 4 3
533 G 1 2506.0 2225.0 2 3
534 J 1 1821.0 3635.0 4 3
535 E 5 1086.0 1882.0 2 3
536 G 1 2266.0 1680.0 1 3
537 G 1 2260.0 2289.0 2 3
538 G 3 828.0 3363.0 3 3
539 C 1 250.0 2822.0 2 3
540 B 5 1482.0 4905.0 2 2
541 I 1 1446.0 3394.0 4 2
542 B 1 1350.0 4133.0 2 2
543 G 2 1554.0 4901.0 2 2
544 F 1 1570.0 4013.0 4 2
545 A 2 2143.0 9223.0 3 2
546 B 1 1380.0 4107.0 2 2
547 J 3 507.0 2432.0 2 2
548 I 2 1266.0 4892.0 2 2
549 E 2 1171.0 4891.0 2 2
550 E 2 1001.0 4674.0 2 2
551 F 1 1088.0 3741.0 2 2
552 D 1 1088.0 4054.0 2 2
553 I 1 1010.0 4031.0 2 2
554 D 1 1923.0 6901.0 3 2
555 J 2 1153.0 4871.0 2 2
556 G 3 1042.0 3499.0 1 2
557 D 3 1632.0 4857.0 2 2
558 I 3 1060.0 4631.0 2 2
559 D 1 961.0 4008.0 2 2
560 I 3 1613.0 4835.0 2 2
561 J 4 2256.0 9122.0 3 2
562 E 1 1161.0 3840.0 2 2
563 I 5 1453.0 4823.0 2 2
564 C 3 751.0 1957.0 1 2
565 E 1 2000.0 6583.0 3 2
566 E 4 1051.0 3346.0 1 2
567 E 1 1210.0 3762.0 2 2
568 C 1 738.0 2337.0 1 2
569 I 2 1223.0 4811.0 2 2
570 A 1 648.0 2874.0 2 2
571 G 3 1870.0 2105.0 3 2
572 H 1 1980.0 6825.0 3 2
573 D 1 1452.0 2651.0 3 2
574 C 1 936.0 3744.0 2 2
575 B 1 689.0 3052.0 2 2
576 E 1 3443.0 9722.0 4 2
577 C 1 1293.0 4495.0 3 2
578 I 1 704.0 3386.0 2 2
579 H 1 991.0 3599.0 2 2
580 C 2 1127.0 3469.0 1 2
581 H 4 2144.0 9047.0 3 2
582 G 2 1473.0 4810.0 2 2
583 J 2 2766.0 12899.0 4 2
584 J 1 1817.0 6762.0 3 2
585 J 1 1110.0 3574.0 2 2
586 F 1 1349.0 5537.0 3 2
587 D 2 1444.0 4786.0 2 2
588 C 4 1549.0 4783.0 2 2
589 I 1 1125.0 3570.0 2 2
590 C 4 1258.0 4572.0 2 2
591 I 1 1102.0 3499.0 2 2
592 D 1 1136.0 6545.0 4 2
593 A 1 1166.0 2998.0 3 2
594 J 1 1518.0 3701.0 3 2
595 G 1 2205.0 9637.0 4 2
596 C 5 1303.0 4777.0 2 2
597 J 1 3232.0 9411.0 4 2
598 A 1 915.0 2290.0 1 2
599 G 1 1067.0 3465.0 2 2
600 G 1 1016.0 3463.0 2 2
601 C 5 1112.0 4561.0 2 2
602 E 1 2094.0 5884.0 4 2
603 F 5 1161.0 4543.0 2 2
604 G 1 1100.0 3434.0 2 2
605 A 1 1192.0 3422.0 2 2
606 C 1 960.0 3416.0 2 2
607 F 1 2594.0 2178.0 2 2
608 A 5 2589.0 8992.0 3 2
609 B 2 1288.0 4743.0 2 2
610 C 2 1462.0 4725.0 2 2
611 B 2 3861.0 12877.0 4 2
612 A 2 2139.0 8980.0 3 2
613 G 1 917.0 3411.0 2 2
614 E 3 816.0 2150.0 2 2
615 F 3 2574.0 8809.0 3 2
616 D 1 1534.0 6612.0 3 2
617 J 1 995.0 3373.0 2 2
618 D 1 808.0 3369.0 2 2
619 I 3 1209.0 4719.0 2 2
620 H 3 3510.0 12869.0 4 2
621 H 4 2434.0 8771.0 3 2
622 I 4 2192.0 8688.0 3 2
623 F 1 920.0 3368.0 2 2
624 B 4 2762.0 12809.0 4 2
625 B 1 1387.0 6383.0 3 2
626 F 2 1841.0 8615.0 3 2
627 E 1 682.0 4803.0 3 2
628 B 2 2302.0 8364.0 3 2
629 J 2 1234.0 4709.0 2 2
630 F 1 1390.0 6332.0 3 2
631 I 1 1360.0 6298.0 3 2
632 B 0 988.0 2732.0 3 2
633 G 1 1061.0 3356.0 2 2
634 J 1 953.0 4138.0 3 2
635 F 1 837.0 3337.0 2 2
636 J 5 898.0 3400.0 1 2
637 I 1 969.0 3268.0 2 2
638 E 1 1145.0 3247.0 2 2
639 F 1 1374.0 7025.0 4 2
640 H 5 2324.0 8362.0 3 2
641 H 1 2268.0 2003.0 2 2
642 A 1 1063.0 3227.0 2 2
643 E 5 1155.0 4692.0 2 2
644 I 1 1362.0 2337.0 3 2
645 J 1 1977.0 5976.0 3 2
646 C 5 1212.0 4472.0 2 2
647 E 1 765.0 3225.0 2 2
648 C 5 2981.0 12755.0 4 2
649 H 1 2044.0 5528.0 3 2
650 B 1 1182.0 3201.0 2 2
651 H 1 1843.0 3783.0 3 2
652 J 1 1298.0 2694.0 3 2
653 F 4 1063.0 4656.0 2 2
654 G 4 3506.0 12616.0 4 2
655 D 5 1870.0 8355.0 3 2
656 E 1 709.0 5455.0 3 2
657 H 1 2402.0 1795.0 1 2
658 D 1 2060.0 1840.0 2 2
659 B 3 1273.0 2429.0 3 2
660 E 4 1074.0 4628.0 2 2
661 D 1 896.0 3199.0 2 2
662 E 1 2323.0 2027.0 2 2
663 D 1 2225.0 1795.0 2 2
664 I 1 1287.0 5517.0 3 2
665 C 5 923.0 4403.0 2 2
666 H 1 969.0 3198.0 2 2
667 I 0 1222.0 2206.0 3 2
668 I 2 1947.0 8236.0 3 2
669 F 2 2476.0 8199.0 3 2
670 H 2 2845.0 12030.0 4 2
671 G 1 559.0 4844.0 3 2
672 D 2 1299.0 4598.0 2 2
673 F 1 1015.0 3194.0 2 2
674 A 1 556.0 3053.0 2 2
675 C 1 1319.0 4318.0 3 2
676 E 1 1081.0 3171.0 2 2
677 C 3 855.0 2216.0 2 2
678 B 2 1069.0 4592.0 2 2
679 C 2 1237.0 4574.0 2 2
680 F 1 594.0 2848.0 2 2
681 E 1 954.0 3128.0 2 2
682 E 1 1044.0 2707.0 2 2
683 I 1 2367.0 9162.0 4 2
684 C 1 2337.0 2257.0 2 2
685 I 1 2176.0 1840.0 2 2
686 H 1 685.0 3386.0 3 2
687 D 1 1884.0 5441.0 3 2
688 C 2 1170.0 4563.0 2 2
689 E 2 1141.0 4543.0 2 2
690 G 1 599.0 2989.0 2 2
691 B 2 1121.0 3204.0 1 2
692 A 4 757.0 2286.0 1 2
693 J 1 2076.0 2470.0 2 1
694 E 1 1298.0 1760.0 2 1
695 A 1 2254.0 4540.0 2 1
696 H 0 992.0 1840.0 2 1
697 H 1 2997.0 9083.0 4 1
698 C 1 1730.0 3105.0 2 1
699 B 1 2244.0 4513.0 2 1
700 G 1 1353.0 1840.0 2 1
701 D 3 1351.0 1860.0 2 1
702 H 0 1584.0 1840.0 3 1
703 I 1 2880.0 5208.0 3 1
