agent_id agent_interest location_of_home available_balance monthly_income education_level family_size
238 G 2 1746.0 6985.0 2 2
239 C 0 2434.0 8295.0 4 2
240 I 2 1707.0 6947.0 2 2
241 G 4 1641.0 6851.0 2 2
242 E 2 965.0 1840.0 2 2
243 E 0 950.0 3219.0 1 2
244 I 0 1046.0 4305.0 2 2
245 D 0 2256.0 8001.0 4 2
246 I 0 1095.0 2628.0 3 2
247 F 0 1784.0 6305.0 3 2
248 F 4 3009.0 15820.0 4 2
249 I 0 1215.0 4454.0 2 2
250 A 1 1091.0 4592.0 1 2
251 C 1 1790.0 6804.0 2 2
252 B 3 1720.0 6759.0 2 2
253 J 3 1555.0 6702.0 2 2
254 I 0 837.0 3370.0 2 2
255 E 3 1223.0 1840.0 2 2
256 G 0 1104.0 2191.0 2 2
257 B 3 1566.0 6674.0 2 2
258 B 4 1078.0 5984.0 2 2
259 H 3 1035.0 1840.0 1 2
260 B 0 1003.0 4434.0 2 2
261 I 0 945.0 5458.0 3 2
262 D 0 1523.0 4394.0 2 2
263 H 4 1841.0 6553.0 2 2
264 F 0 2841.0 8183.0 4 2
265 H 0 568.0 2444.0 1 2
266 I 0 1316.0 4337.0 2 2
267 F 4 2235.0 10475.0 3 2
268 E 0 1301.0 4331.0 2 2
269 I 1 1826.0 6553.0 2 2
270 C 0 1267.0 4291.0 2 2
271 H 0 2078.0 5379.0 4 2
272 G 0 2790.0 8022.0 4 2
273 B 0 1258.0 4249.0 2 2
274 C 3 1164.0 4667.0 1 2
275 D 0 1369.0 4244.0 2 2
276 B 2 879.0 1840.0 2 2
277 B 1 1229.0 4622.0 1 2
278 I 2 1213.0 1840.0 2 2
279 H 2 1820.0 6546.0 2 2
280 F 0 1233.0 4230.0 2 2
281 H 2 1591.0 6471.0 2 2
282 D 0 828.0 3735.0 3 2
283 I 2 1513.0 6455.0 2 2
284 D 3 820.0 1951.0 2 2
285 C 2 1003.0 1840.0 2 2
286 B 0 1672.0 6431.0 3 2
287 D 0 1059.0 4027.0 2 2
288 E 2 946.0 1840.0 1 2
289 D 3 1190.0 1850.0 2 2
290 B 0 3016.0 8006.0 4 2
291 I 0 621.0 2979.0 1 2
292 H 0 1028.0 3842.0 2 2
293 H 2 2688.0 10403.0 3 2
294 J 2 3241.0 15684.0 4 2
295 B 0 1638.0 6144.0 3 2
296 E 1 829.0 2709.0 2 2
297 A 0 986.0 2287.0 1 2
298 B 3 1197.0 1885.0 2 2
299 C 3 1051.0 1969.0 2 2
300 G 3 601.0 1920.0 1 2
301 B 0 1998.0 4686.0 4 2
302 E 0 1056.0 4023.0 2 2
303 B 2 2861.0 10370.0 3 2
304 A 2 1652.0 6450.0 2 2
305 A 0 832.0 2675.0 1 2
306 J 0 1091.0 2763.0 1 2
307 A 0 2688.0 7746.0 4 2
308 D 1 1596.0 6435.0 2 2
309 J 0 1688.0 6406.0 3 2
310 I 0 598.0 5500.0 3 2
311 J 1 1391.0 6417.0 2 2
312 H 4 1488.0 6412.0 2 2
313 E 2 1041.0 1840.0 1 2
314 A 0 1893.0 2245.0 4 2
315 I 0 840.0 4548.0 3 2
316 J 2 1022.0 1840.0 2 2
317 J 0 1710.0 6398.0 3 2
318 F 2 933.0 1840.0 2 2
319 B 2 1062.0 1840.0 2 2
320 E 0 437.0 3012.0 2 2
321 C 2 4009.0 15567.0 4 2
322 A 3 1635.0 6306.0 2 2
323 A 3 3542.0 15518.0 4 2
324 A 2 1402.0 2799.0 3 2
325 H 0 1003.0 4173.0 2 2
326 H 0 575.0 2594.0 1 2
327 E 3 2710.0 10281.0 3 2
328 I 3 621.0 4159.0 3 2
329 B 2 1250.0 1907.0 2 2
330 J 0 908.0 2375.0 2 2
331 J 3 964.0 2306.0 2 2
332 B 0 1425.0 4151.0 2 2
333 J 1 1728.0 6284.0 2 2
334 B 0 1170.0 4138.0 2 2
335 I 0 1168.0 4113.0 2 2
336 F 4 1399.0 1840.0 3 2
337 G 2 1156.0 1840.0 2 2
338 G 0 1649.0 6383.0 3 2
339 A 0 681.0 6503.0 4 2
340 H 2 971.0 1840.0 1 2
341 J 1 4058.0 15214.0 4 2
342 A 4 1018.0 1840.0 2 2
343 I 0 1307.0 4107.0 2 2
344 F 1 1709.0 6241.0 2 2
345 E 1 1449.0 5691.0 2 2
346 C 5 984.0 5918.0 2 2
347 A 0 1057.0 4106.0 2 2
348 I 0 2315.0 6232.0 3 2
349 A 5 3036.0 15090.0 4 2
350 E 0 1213.0 5674.0 3 2
351 F 1 1347.0 1840.0 2 2
352 F 1 942.0 2475.0 3 2
353 A 5 1483.0 6182.0 2 2
354 B 0 1404.0 4104.0 2 2
355 G 2 1098.0 1840.0 2 2
356 F 0 1186.0 2128.0 2 2
357 C 0 3178.0 7702.0 4 2
358 E 0 2694.0 7662.0 4 2
359 B 0 941.0 2237.0 2 2
360 G 0 902.0 2110.0 2 2
361 B 0 1325.0 4091.0 2 2
362 F 5 2500.0 10203.0 3 2
363 F 0 1195.0 2883.0 2 2
364 B 0 239.0 4081.0 3 2
365 F 0 2414.0 7627.0 4 2
366 J 2 1212.0 1840.0 2 2
367 G 5 1440.0 5901.0 2 2
368 I 0 1442.0 2463.0 3 2
369 E 1 1464.0 6168.0 2 2
370 A 0 2263.0 6110.0 3 2
371 F 0 899.0 2657.0 1 2
372 A 1 3565.0 14776.0 4 2
373 E 4 2285.0 10158.0 3 2
374 B 4 1290.0 5890.0 2 2
375 B 1 1716.0 6135.0 2 2
376 F 0 1232.0 4068.0 2 2
377 B 0 394.0 2472.0 2 2
378 C 2 1025.0 1840.0 2 2
379 J 4 1181.0 1856.0 2 2
380 B 0 978.0 4042.0 2 2
381 D 0 2237.0 2743.0 4 2
382 B 0 1099.0 4028.0 2 2
383 E 1 1717.0 6132.0 2 2
384 E 2 942.0 5637.0 3 2
385 J 0 986.0 3998.0 2 2
386 F 0 835.0 2323.0 2 2
387 F 0 1071.0 3971.0 2 2
388 C 0 1130.0 2293.0 2 2
389 E 1 3938.0 14693.0 4 2
390 E 0 1128.0 3931.0 2 2
391 C 0 348.0 3446.0 2 2
392 A 2 2448.0 9958.0 3 2
393 E 2 1269.0 1836.0 2 2
394 A 0 2138.0 6107.0 3 2
395 E 0 2061.0 5976.0 3 2
396 G 0 1203.0 4369.0 3 2
397 E 2 1104.0 5573.0 2 2
398 E 0 1049.0 3919.0 2 2
399 C 2 1546.0 6054.0 2 2
400 E 0 3232.0 7613.0 4 2
401 I 2 1773.0 6044.0 2 2
402 B 0 738.0 2520.0 1 2
403 I 0 971.0 2105.0 2 2
404 H 0 713.0 3960.0 3 2
405 C 0 1598.0 5946.0 3 2
406 F 2 2146.0 9828.0 3 2
407 H 0 1266.0 3886.0 2 2
408 F 2 1547.0 6008.0 2 2
409 B 0 915.0 2366.0 2 2
410 B 2 1463.0 6001.0 2 2
411 I 2 1663.0 5997.0 2 2
412 G 0 1315.0 3862.0 2 2
413 F 0 2206.0 7481.0 4 2
414 H 1 1514.0 5992.0 2 2
415 C 2 1096.0 1858.0 2 2
416 B 0 806.0 3685.0 2 2
417 H 3 749.0 4625.0 3 2
418 A 0 444.0 3770.0 2 2
419 G 0 1249.0 3664.0 2 2
420 H 0 1558.0 2298.0 3 2
421 C 0 2615.0 7346.0 4 2
422 J 5 1008.0 1840.0 2 2
423 G 1 1610.0 5984.0 2 2
424 D 1 1462.0 5980.0 2 2
425 B 4 1391.0 5976.0 2 2
426 F 1 1578.0 5969.0 2 2
427 G 5 2072.0 9826.0 3 2
428 A 0 830.0 2398.0 3 2
429 I 3 842.0 4711.0 4 2
430 C 5 1250.0 5960.0 2 2
431 F 5 1036.0 1840.0 2 2
432 E 0 1288.0 3830.0 2 2
433 H 1 143.0 3792.0 3 2
434 D 1 1488.0 5956.0 2 2
435 D 0 501.0 2967.0 2 2
436 B 0 2000.0 7272.0 4 2
437 B 1 1065.0 5398.0 2 2
438 I 0 1185.0 3814.0 2 2
439 B 0 1126.0 5557.0 3 2
440 B 1 1294.0 5892.0 2 2
441 E 3 1210.0 1939.0 2 2
442 J 0 1020.0 3773.0 2 2
443 C 0 1823.0 5878.0 2 1
444 D 0 1123.0 3014.0 2 1
445 I 0 2558.0 9801.0 3 1
446 F 0 1184.0 2854.0 2 1
447 G 0 1188.0 2258.0 1 1
448 B 1 1943.0 4599.0 1 1
449 H 0 1854.0 5657.0 3 1
450 B 0 2337.0 9764.0 3 1
451 H 1 3174.0 9648.0 3 1
452 I 1 2125.0 5831.0 2 1
453 I 0 1632.0 3762.0 2 1
454 H 0 1433.0 1840.0 2 1
455 H 0 1963.0 3347.0 4 1
456 J 0 2793.0 5870.0 3 1
457 D 0 2027.0 3747.0 2 1
458 F 0 3924.0 7081.0 4 1
459 B 0 1467.0 5787.0 2 1
460 G 0 1391.0 1840.0 2 1
461 D 0 1108.0 1840.0 1 1
462 H 0 1249.0 1840.0 2 1
463 D 0 938.0 1840.0 2 1
464 H 4 2052.0 5770.0 2 1
465 G 0 971.0 1840.0 2 1
466 D 2 1922.0 4533.0 1 1
467 G 0 1662.0 2452.0 1 1
468 A 0 2187.0 5861.0 3 1
469 F 3 1967.0 5762.0 2 1
470 J 0 3773.0 6994.0 4 1
471 H 0 1560.0 3706.0 2 1
472 I 3 1956.0 5755.0 2 1
473 A 0 3438.0 5893.0 4 1
474 G 0 3292.0 2378.0 4 1
475 B 0 1932.0 3682.0 2 1
476 H 0 2480.0 5747.0 2 1
477 A 0 2011.0 5730.0 2 1
478 E 0 2372.0 4994.0 3 1
479 C 0 1525.0 2500.0 2 1
480 B 0 1314.0 1840.0 2 1
481 H 0 2530.0 5683.0 3 1
482 F 0 1904.0 3672.0 2 1
483 F 0 3182.0 2304.0 4 1
484 J 0 3114.0 6853.0 4 1
485 E 0 1740.0 2565.0 3 1
486 J 0 3304.0 5884.0 4 1
487 J 0 3250.0 4557.0 4 1
488 F 0 1689.0 3626.0 2 1
489 G 0 2379.0 4805.0 3 1
490 G 0 1236.0 1890.0 1 1
491 G 0 2357.0 5709.0 2 1
492 A 0 1061.0 1840.0 2 1
493 H 0 2290.0 5704.0 2 1
494 D 0 2210.0 3240.0 3 1
495 C 0 1118.0 2050.0 2 1
496 H 0 2016.0 5664.0 2 1
497 C 0 1792.0 3440.0 2 1
498 H 0 1697.0 3588.0 2 1
499 B 0 1806.0 3587.0 2 1
500 E 0 1014.0 2324.0 2 1
501 F 0 2716.0 5621.0 3 1
502 G 0 2474.0 5414.0 2 1
503 B 0 1943.0 3502.0 2 1
504 D 0 1455.0 1840.0 2 1
505 A 0 2549.0 3680.0 4 1
506 F 0 3217.0 6850.0 4 1
507 D 0 3198.0 14671.0 4 1
508 I 0 3095.0 9629.0 3 1
509 G 0 921.0 1840.0 1 1
510 I 0 1880.0 3492.0 2 1
511 H 0 2254.0 5613.0 3 1
512 G 0 2272.0 5623.0 2 1
513 H 0 1845.0 5373.0 2 1
514 A 0 1467.0 2455.0 3 1
515 H 0 3194.0 6600.0 4 1
516 I 0 1962.0 5597.0 2 1
517 D 0 2357.0 2068.0 4 1
518 H 0 2989.0 9627.0 3 1
519 C 0 1681.0 3465.0 2 1
520 A 0 2055.0 5579.0 2 1
521 J 0 3238.0 5375.0 4 1
522 B 0 1637.0 3455.0 2 1
523 E 0 2255.0 4331.0 3 1
524 I 0 1474.0 1859.0 2 1
525 F 0 1892.0 3451.0 2 1
526 F 0 2675.0 3708.0 3 1
527 J 0 2568.0 5574.0 3 1
528 G 0 1475.0 1840.0 2 1
529 E 0 2346.0 5578.0 2 1
530 I 0 2551.0 5561.0 3 1
531 G 0 4708.0 14398.0 4 1
532 D 0 3302.0 6492.0 4 1
533 J 0 1286.0 1760.0 2 1
534 G 0 1559.0 3413.0 2 1
535 A 0 3147.0 6349.0 4 1
536 C 0 1993.0 3396.0 2 1
537 J 0 1217.0 2300.0 2 1
538 F 0 1879.0 3370.0 2 1
539 H 0 2179.0 4524.0 1 1
540 I 0 1733.0 3337.0 2 1
541 H 0 1597.0 3335.0 2 1
542 C 0 2438.0 5570.0 2 1
543 F 0 2826.0 9590.0 3 1
544 A 3 936.0 1840.0 2 1
545 A 0 1765.0 5312.0 2 1
546 A 0 1563.0 1840.0 3 1
547 A 0 2392.0 5539.0 3 1
548 E 0 2602.0 5517.0 3 1
549 C 0 1559.0 3073.0 2 1
550 F 0 1568.0 3333.0 2 1
551 B 0 4204.0 14266.0 4 1
552 G 0 1656.0 3130.0 2 1
553 B 0 1345.0 5367.0 3 1
554 H 0 2151.0 5511.0 3 1
555 I 0 3743.0 3453.0 4 1
556 B 0 1905.0 3268.0 2 1
557 E 0 2010.0 5546.0 2 1
558 E 0 1479.0 2206.0 2 1
559 H 0 2373.0 5543.0 2 1
560 J 0 2668.0 5505.0 3 1
561 G 0 2435.0 5519.0 2 1
562 F 0 2200.0 5516.0 2 1
563 A 0 2119.0 5487.0 2 1
564 I 0 2785.0 4754.0 4 1
565 E 0 1639.0 3217.0 2 1
566 B 0 1879.0 5478.0 2 1
567 B 0 1278.0 1840.0 2 1
568 D 0 2075.0 5477.0 2 1
569 A 0 2892.0 5052.0 4 1
570 H 0 2671.0 5498.0 3 1
571 G 0 2584.0 5448.0 3 1
572 E 0 2049.0 5477.0 2 1
573 F 3 979.0 2920.0 2 1
574 I 0 1753.0 4473.0 1 1
575 G 0 1455.0 3203.0 2 1
576 G 0 3264.0 5920.0 4 1
577 A 0 1252.0 2001.0 1 1
578 F 0 2903.0 14225.0 4 1
579 E 0 3350.0 9443.0 3 1
580 E 0 1190.0 1760.0 2 1
581 H 0 1388.0 2854.0 2 1
582 H 0 1587.0 5465.0 2 1
583 I 0 1613.0 2649.0 2 1
584 G 3 1240.0 1847.0 2 1
585 C 0 1971.0 5378.0 3 1
586 B 0 1828.0 3199.0 2 1
587 F 0 2336.0 5373.0 3 1
588 E 0 1791.0 3199.0 2 1
589 B 0 1398.0 1840.0 2 1
590 B 0 1981.0 5459.0 2 1
591 A 0 1592.0 2032.0 2 1
592 I 0 1853.0 5455.0 2 1
593 A 0 1702.0 3145.0 2 1
594 E 0 994.0 1840.0 1 1
595 A 0 2143.0 5350.0 3 1
596 F 0 2514.0 3983.0 3 1
597 B 0 1695.0 5453.0 2 1
598 D 0 3847.0 14158.0 4 1
599 H 0 3218.0 14150.0 4 1
600 B 3 3240.0 9418.0 3 1
601 A 0 3098.0 6184.0 4 1
602 C 3 1885.0 5440.0 2 1
603 A 3 1566.0 4377.0 1 1
604 H 0 3783.0 6402.0 4 1
605 I 3 2514.0 8538.0 3 1
606 I 3 3236.0 9308.0 3 1
607 B 0 3500.0 4627.0 4 1
608 J 0 2069.0 5429.0 2 1
609 C 0 3106.0 6342.0 4 1
610 H 0 2810.0 9305.0 3 1
611 D 0 2142.0 5378.0 2 1
612 I 0 1558.0 2856.0 2 1
613 H 3 3392.0 13611.0 4 1
614 C 0 1219.0 1840.0 2 1
615 F 0 1455.0 2849.0 2 1
616 E 1 1495.0 5137.0 2 1
617 A 0 1450.0 3110.0 2 1
618 E 0 2237.0 5157.0 3 1
619 H 4 1811.0 5362.0 2 1
620 D 2 2467.0 9233.0 3 1
621 B 2 3224.0 9122.0 3 1
622 I 2 1755.0 5358.0 2 1
623 C 3 1101.0 2588.0 2 1
624 D 0 1513.0 2710.0 2 1
625 B 0 1217.0 1840.0 1 1
626 C 0 3521.0 6298.0 4 1
627 C 0 867.0 2437.0 2 1
628 D 0 2683.0 4013.0 4 1
629 A 0 1975.0 5340.0 2 1
630 I 0 2328.0 4592.0 3 1
631 J 0 1425.0 3104.0 2 1
632 E 0 3611.0 6003.0 4 1
633 E 0 1313.0 1840.0 2 1
634 B 0 1731.0 3085.0 2 1
635 B 0 1405.0 1840.0 2 1
636 C 0 1312.0 2789.0 2 1
637 D 0 1292.0 2123.0 1 1
638 J 0 1696.0 5096.0 2 1
639 E 0 4644.0 13584.0 4 1
640 F 3 936.0 1760.0 1 1
641 F 0 2127.0 5310.0 2 1
642 H 2 2197.0 5291.0 2 1
643 D 1 1672.0 4236.0 1 1
644 E 0 1476.0 3080.0 2 1
645 H 1 1373.0 1840.0 3 1
646 A 1 2205.0 5272.0 2 1
647 B 0 1430.0 2727.0 2 1
648 B 0 1515.0 2212.0 1 1
649 F 4 3132.0 9047.0 3 1
650 H 4 2000.0 5269.0 2 1
651 F 0 1907.0 4966.0 3 1
652 D 0 1418.0 2583.0 2 1
653 J 0 1280.0 1840.0 2 1
654 J 1 871.0 1760.0 1 1
655 B 0 3075.0 12904.0 4 1
656 F 0 2826.0 9026.0 3 1
657 F 4 1825.0 5266.0 2 1
658 B 2 2070.0 5257.0 2 1
659 F 3 3121.0 8975.0 3 1
660 B 0 1704.0 3063.0 2 1
661 F 0 982.0 1840.0 2 1
662 J 0 1416.0 1990.0 2 1
663 F 0 2476.0 5076.0 3 1
664 C 3 1990.0 5253.0 2 1
665 J 3 1768.0 5249.0 2 1
666 D 2 1120.0 5007.0 2 3
667 C 1 453.0 3191.0 2 3
668 F 1 1135.0 4169.0 1 3
669 F 1 1245.0 1851.0 2 3
670 C 1 1905.0 7984.0 3 3
671 E 1 1048.0 5148.0 2 3
672 J 1 1131.0 5064.0 2 3
673 C 1 620.0 3581.0 2 3
674 J 3 662.0 1880.0 1 3
675 I 2 1146.0 5186.0 2 3
676 I 1 627.0 2056.0 2 3
677 I 1 1286.0 5040.0 2 3
678 D 1 2031.0 2343.0 2 3
679 F 1 3549.0 11078.0 4 3
680 H 2 1062.0 4194.0 1 3
681 B 2 2596.0 8974.0 3 3
682 B 1 536.0 2800.0 2 3
683 C 2 1067.0 5182.0 2 3
684 E 2 726.0 3939.0 1 3
685 A 2 814.0 3916.0 1 3
686 E 1 190.0 2365.0 2 3
687 A 1 2360.0 2116.0 2 3
688 I 1 1994.0 8899.0 4 3
689 J 2 1421.0 5167.0 2 3
690 I 4 1452.0 5150.0 2 3
691 G 1 1317.0 5024.0 2 3
692 B 1 1303.0 5016.0 2 3
693 J 1 1182.0 2498.0 3 3
694 A 1 848.0 7105.0 3 3
695 I 1 1053.0 5015.0 2 3
696 C 1 885.0 2939.0 2 3
697 J 1 551.0 2263.0 2 3
698 B 4 2955.0 12877.0 4 3
699 J 2 3252.0 12849.0 4 3
700 H 1 1222.0 9418.0 4 3
701 J 1 94.0 6827.0 3 3
702 I 2 3284.0 12789.0 4 3
